time,S1_,C
0.86,1.6492422502464703,1.0
0.87,1.6552945357240567,1.0
0.88,1.661324772583024,1.0
0.89,1.6673332000528167,1.0
0.9,1.673320053067803,1.0
0.91,1.679285562374472,1.0
0.92,1.685229954635213,1.0
0.93,1.6911534525288103,1.0
0.94,1.6970562748477827,1.0
0.95,1.702938636592677,1.0
0.96,1.7088007490634525,1.0
0.97,1.7146428199480324,1.0
0.98,1.7204650534081685,1.0
0.99,1.7262676501626777,1.0
1.0,1.7320508075681822,1.0
1.01,1.7378147196974478,1.0
1.02,1.7435595774153476,1.0
1.03,1.749285568452616,1.0
1.04,1.7549928774774486,1.0
1.05,1.7606816861649477,1.0
1.06,1.766352173264657,1.0
1.07,1.7720045146660792,1.0
1.08,1.7776388834622534,1.0
1.09,1.7832554500119495,1.0
1.1,1.7888543819990803,1.0
1.11,1.7944358444919777,1.0
1.12,1.7999999999993255,1.0
1.13,1.8055470085260688,1.0
1.14,1.8110770276269041,1.0
1.15,1.8165902124579119,1.0
1.16,1.822086715828222,1.0
1.17,1.8275666882492223,1.0
1.18,1.8330302779819214,1.0
1.19,1.838477631084721,1.0
1.2,1.843908891457913,1.0
1.21,1.8493242008903439,1.0
1.22,1.8547236990987985,1.0
1.23,1.8601075237734734,1.0
1.24,1.8654758106173666,1.0
1.25,1.87082869338651,1.0
1.26,1.8761663039288419,1.0
1.27,1.8814887722220914,1.0
1.28,1.8867962264107037,1.0
1.29,1.8920887928418348,1.0
1.3,1.897366596100447,1.0
1.31,1.9026297590435266,1.0
1.32,1.9078784028334543,1.0
1.33,1.913112646970551,1.0
1.34,1.9183326093248247,1.0
1.35,1.923538406166943,1.0
1.36,1.928730152198448,1.0
1.37,1.9339079605812493,1.0
1.38,1.9390719429664007,1.0
1.39,1.9442222095221884,1.0
1.4,1.9493588689615613,1.0
1.41,1.954482028568887,1.0
1.42,1.9595917942261292,1.0
1.43,1.9646882704383362,1.0
1.44,1.969771560358608,1.0
1.45,1.9748417658124513,1.0
1.46,1.9798989873215633,1.0
1.47,1.9849433241271037,1.0
1.48,1.9899748742123855,1.0
1.49,1.99499373432514,1.0
1.5,1.9999999999991385,1.0
1.51,2.0049937655754833,1.0
1.52,2.0099751242233475,1.0
1.53,2.0149441679602083,1.0
1.54,2.019900987671641,1.0
1.55,2.024845673130883,1.0
1.56,2.029778313017747,1.0
1.57,2.0346989949369294,1.0
1.58,2.039607805436365,1.0
1.59,2.044504830025387,1.0
1.6,2.0493901531911622,1.0
1.61,2.0542638584166695,1.0
1.62,2.059126028196654,1.0
1.63,2.0639767440544374,1.0
1.64,2.068816086557128,1.0
1.65,2.0736441353319757,1.0
1.66,2.0784609690822746,1.0
1.67,2.083266665599287,1.0
1.68,2.0880613017814578,1.0
1.69,2.0928449536450326,1.0
1.7,2.0976176963394386,1.0
1.71,21.02379604161812,10.0
1.72,21.07130750569499,10.0
1.73,21.11871208193237,10.0
1.74,21.166010488506153,10.0
1.75,21.213203435585758,10.0
1.76,21.26029162545853,10.0
1.77,21.307275752651677,10.0
1.78,21.35415650405175,10.0
1.79,21.400934559021852,10.0
1.8,21.44761058951645,10.0
1.81,21.494185260194037,10.0
1.82,21.540659228527534,10.0
1.83,21.5870331449126,10.0
1.84,21.63330765277381,10.0
1.85,21.679483388668828,10.0
1.86,21.725560982390576,10.0
1.87,21.771541057067463,10.0
1.88,21.817424229261675,10.0
1.89,21.86321110906567,10.0
1.9,21.908902300196804,10.0
1.91,21.95449840009019,10.0
1.92,21.999999999989893,10.0
1.93,22.045407685038317,10.0
1.94,22.090722034364116,10.0
1.95,22.135943621168067,10.0
1.96,22.181073012808127,10.0
1.97,22.22611077088206,10.0
1.98,22.271057451309183,10.0
1.99,22.315913604410472,10.0
2.0,22.360679774986842,10.0
2.01,22.40535650239703,10.0
2.02,22.449944320632788,10.0
2.03,22.49444375839295,10.0
2.04,22.53885533915867,10.0
2.05,22.583179581261636,10.0
2.06,22.62741699795846,10.0
2.07,22.67156809749845,10.0
2.08,22.7156333831901,10.0
2.09,22.75961335347148,10.0
2.1,22.80350850197229,10.0
2.11,22.84731931758146,10.0
2.12,22.89104628450753,10.0
2.13,22.93468988234945,10.0
2.14,22.97825058614285,10.0
2.15,23.02172886643224,10.0
2.16,23.065125189329613,10.0
2.17,23.108440016570455,10.0
2.18,23.15167380556829,10.0
2.19,23.1948270094754,10.0
2.2,23.23790007723551,10.0
2.21,23.28089345363239,10.0
2.22,23.32380757936989,10.0
2.23,23.366642891086197,10.0
2.24,23.409399821429666,10.0
2.25,23.45207879910758,10.0
2.26,23.49468024893179,10.0
2.27,23.537204591869735,10.0
2.28,23.579652245092937,10.0
2.29,23.62202362202476,10.0
2.3,23.66431913238734,10.0
2.31,23.706539182247848,10.0
2.32,23.74868417406393,10.0
2.33,23.790754506728483,10.0
2.34,23.832750575613684,10.0
2.35,23.87467277261437,10.0
2.36,23.916521486190675,10.0
2.37,23.958297101410047,10.0
2.38,23.999999999988567,10.0
2.39,24.041630560331676,10.0
2.4,24.083189157574207,10.0
2.41,24.124676163619842,10.0
2.42,24.166091947179943,10.0
2.43,24.207436873811773,10.0
2.44,24.248711305956157,10.0
2.45,24.28991560297453,10.0
2.46,24.331050121185502,10.0
2.47,24.37211521390072,10.0
2.48,24.413111231460334,10.0
2.49,24.454038521267854,10.0
2.5,24.494897427824498,10.0
2.51,24.53568829276302,10.0
2.52,24.576411454881068,10.0
2.53,24.6170672501739,10.0
2.54,24.65765601186692,10.0
2.55,24.69817807044731,10.0
2.56,24.738633753695694,10.0
2.57,24.77902338671684,10.0
2.58,24.819347291970097,10.0
2.59,24.8596057893,10.0
2.6,24.899799195964786,10.0
2.61,24.939927826666665,10.0
2.62,24.979991993579976,10.0
2.63,25.019992006379663,10.0
2.64,25.059928172269053,10.0
2.65,25.099800796007983,10.0
2.66,25.139610179938487,10.0
2.67,25.179356624013693,10.0
2.68,25.21904042582264,10.0
2.69,25.258661880615787,10.0
2.7,25.298221281332786,10.0
2.71,25.337718918625495,10.0
2.72,25.377155080885252,10.0
2.73,25.41653005426389,10.0
2.74,25.455844122702043,10.0
2.75,25.495097567950733,10.0
2.76,25.5342906695944,10.0
2.77,25.573423705075893,10.0
2.78,25.612496949718818,10.0
2.79,25.651510676748405,10.0
2.8,25.690465157317636,10.0
2.81,25.72936066052421,10.0
2.82,25.768197453437413,10.0
2.83,25.806975801116025,10.0
2.84,25.845695966626227,10.0
2.85,25.88435821107616,10.0
2.86,25.922962793617437,10.0
2.87,25.961509971480947,10.0
2.88,25.99999999998841,10.0
2.89,26.038433132570535,10.0
2.9,26.076809620798826,10.0
2.91,26.115129714390573,10.0
2.92,26.153393661233043,10.0
2.93,26.191601707407496,10.0
2.94,26.2297540971979,10.0
2.95,26.26785107311582,10.0
2.96,26.305892875919977,10.0
2.97,26.343879744627255,10.0
2.98,26.38181191654004,10.0
2.99,26.419689627236423,10.0
3.0,26.457513110636373,10.0
