time,S1_,S2_,S3_,S4_,S5_
1.12,5.461026573701211e-7,1.046102657370121e-6,2.4538973426298785e-6,9.538973426298789e-7,1.0e-6
1.16,5.445813217724601e-7,1.04458132177246e-6,2.4554186782275398e-6,9.5541867822754e-7,1.0e-6
1.2,5.432368094337106e-7,1.0432368094337105e-6,2.4567631905662894e-6,9.567631905662894e-7,1.0e-6
1.24,5.42048464621733e-7,1.0420484646217327e-6,2.4579515353782668e-6,9.579515353782672e-7,1.0e-6
1.28,5.409980362459935e-7,1.0409980362459933e-6,2.4590019637540064e-6,9.590019637540066e-7,1.0e-6
1.32,5.40069436829247e-7,1.040069436829247e-6,2.459930563170753e-6,9.599305631707529e-7,1.0e-6
1.36,5.392484884381284e-7,1.0392484884381283e-6,2.4607515115618715e-6,9.607515115618716e-7,1.0e-6
1.4,5.38522647842995e-7,1.0385226478429951e-6,2.461477352157005e-6,9.614773521570048e-7,1.0e-6
1.44,5.37880872148601e-7,1.037880872148601e-6,2.4621191278513987e-6,9.621191278513989e-7,1.0e-6
1.48,5.373133898560783e-7,1.0373133898560784e-6,2.462686610143922e-6,9.626866101439215e-7,1.0e-6
1.52,5.368115760240759e-7,1.0368115760240759e-6,2.4631884239759243e-6,9.63188423975924e-7,1.0e-6
1.56,5.363678206817352e-7,1.0363678206817352e-6,2.463632179318265e-6,9.636321793182647e-7,1.0e-6
1.6,5.359753842974273e-7,1.0359753842974273e-6,2.464024615702573e-6,9.640246157025726e-7,1.0e-6
1.64,5.356283278885287e-7,1.0356283278885287e-6,2.4643716721114715e-6,9.643716721114712e-7,1.0e-6
1.68,5.353213920992361e-7,1.0353213920992362e-6,2.464678607900764e-6,9.646786079007637e-7,1.0e-6
1.72,5.350499312314073e-7,1.0350499312314073e-6,2.464950068768593e-6,9.649500687685926e-7,1.0e-6
1.76,5.348098437136177e-7,1.0348098437136177e-6,2.4651901562863823e-6,9.651901562863822e-7,1.0e-6
1.8,5.345974950735244e-7,1.0345974950735245e-6,2.4654025049264757e-6,9.654025049264754e-7,1.0e-6
1.84,5.344096809203867e-7,1.0344096809203866e-6,2.4655903190796134e-6,9.655903190796133e-7,1.0e-6
1.88,5.342435623440188e-7,1.0342435623440187e-6,2.4657564376559813e-6,9.657564376559813e-7,1.0e-6
1.92,5.340966306630138e-7,1.0340966306630136e-6,2.4659033693369864e-6,9.659033693369863e-7,1.0e-6
1.96,5.339666702712682e-7,1.0339666702712682e-6,2.466033329728732e-6,9.660333297287317e-7,1.0e-6
2.0,5.338517178401111e-7,1.033851717840111e-6,2.466148282159889e-6,9.661482821598889e-7,1.0e-6
