time,S1_,S2_,S3_,S4_,S5_
1.38,5.388743858425046e-7,1.0388743858425048e-6,2.4611256141574948e-6,9.611256141574953e-7,1.0e-6
1.44,5.378808583294492e-7,1.0378808583294493e-6,2.4621191416705502e-6,9.621191416705508e-7,1.0e-6
1.5,5.370547609078133e-7,1.0370547609078135e-6,2.462945239092186e-6,9.629452390921866e-7,1.0e-6
1.56,5.363678096413131e-7,1.0363678096413132e-6,2.463632190358686e-6,9.63632190358687e-7,1.0e-6
1.62,5.357965196758934e-7,1.0357965196758936e-6,2.4642034803241057e-6,9.642034803241065e-7,1.0e-6
1.68,5.353213844683982e-7,1.0353213844683983e-6,2.464678615531601e-6,9.646786155316018e-7,1.0e-6
1.74,5.34926197400734e-7,1.0349261974007341e-6,2.465073802599265e-6,9.65073802599266e-7,1.0e-6
1.8,5.345974903999512e-7,1.0345974903999514e-6,2.465402509600048e-6,9.654025096000487e-7,1.0e-6
1.86,5.343240690649175e-7,1.0343240690649176e-6,2.4656759309350817e-6,9.656759309350825e-7,1.0e-6
1.92,5.340966273193092e-7,1.0340966273193093e-6,2.46590337268069e-6,9.659033726806908e-7,1.0e-6
1.98,5.339074278564375e-7,1.0339074278564375e-6,2.4660925721435616e-6,9.660925721435627e-7,1.0e-6
2.04,5.337500369955102e-7,1.0337500369955104e-6,2.466249963004489e-6,9.662499630044897e-7,1.0e-6
2.1,5.336191045153821e-7,1.033619104515382e-6,2.4663808954846173e-6,9.66380895484618e-7,1.0e-6
2.16,5.335101808846036e-7,1.0335101808846035e-6,2.4664898191153956e-6,9.664898191153966e-7,1.0e-6
2.22,5.334195653768465e-7,1.0334195653768465e-6,2.4665804346231526e-6,9.665804346231536e-7,1.0e-6
2.28,5.333441798902517e-7,1.0333441798902517e-6,2.4666558201097474e-6,9.666558201097484e-7,1.0e-6
2.34,5.332814641000547e-7,1.0332814641000547e-6,2.466718535899944e-6,9.667185358999454e-7,1.0e-6
2.4,5.332292882770754e-7,1.0332292882770753e-6,2.466770711722924e-6,9.667707117229248e-7,1.0e-6
2.46,5.331858808037797e-7,1.0331858808037796e-6,2.4668141191962193e-6,9.668141191962206e-7,1.0e-6
2.52,5.331497679427569e-7,1.0331497679427569e-6,2.466850232057242e-6,9.668502320572432e-7,1.0e-6
2.58,5.33119723705803e-7,1.033119723705803e-6,2.466880276294196e-6,9.66880276294197e-7,1.0e-6
2.64,5.330947281889767e-7,1.0330947281889767e-6,2.4669052718110224e-6,9.669052718110234e-7,1.0e-6
2.7,5.330739329263972e-7,1.0330739329263972e-6,2.466926067073602e-6,9.66926067073603e-7,1.0e-6
2.76,5.33056632067971e-7,1.033056632067971e-6,2.466943367932028e-6,9.669433679320292e-7,1.0e-6
2.82,5.330422383851925e-7,1.0330422383851925e-6,2.4669577616148064e-6,9.669577616148076e-7,1.0e-6
2.88,5.330302633478557e-7,1.0330302633478558e-6,2.4669697366521435e-6,9.669697366521444e-7,1.0e-6
2.94,5.330203005252706e-7,1.0330203005252706e-6,2.4669796994747285e-6,9.669796994747295e-7,1.0e-6
3.0,5.330120117853802e-7,1.0330120117853801e-6,2.466987988214619e-6,9.6698798821462e-7,1.0e-6
