time,S1,C
0.87,1.6552945357240567,1.0
0.88,1.661324772583024,1.0
0.89,1.6673332000528167,1.0
0.9,1.673320053067803,1.0
0.91,1.679285562374472,1.0
0.92,1.685229954635213,1.0
0.93,1.6911534525288103,1.0
0.94,1.6970562748477827,1.0
0.95,1.702938636592677,1.0
0.96,1.7088007490634525,1.0
0.97,1.7146428199480324,1.0
0.98,1.7204650534081685,1.0
0.99,1.7262676501626777,1.0
1.0,1.7320508075681822,1.0
1.01,1.7378147196974478,1.0
1.02,1.7435595774153476,1.0
1.03,1.749285568452616,1.0
1.04,1.7549928774774486,1.0
1.05,1.7606816861649477,1.0
1.06,1.766352173264657,1.0
1.07,1.7720045146660792,1.0
1.08,1.7776388834622534,1.0
1.09,1.7832554500119495,1.0
1.1,1.7888543819990803,1.0
1.11,1.7944358444919777,1.0
1.12,1.7999999999993255,1.0
1.13,1.8055470085260688,1.0
1.14,1.8110770276269041,1.0
1.15,1.8165902124579119,1.0
1.16,1.822086715828222,1.0
1.17,1.8275666882492223,1.0
1.18,1.8330302779819214,1.0
1.19,1.838477631084721,1.0
1.2,1.843908891457913,1.0
1.21,1.8493242008903439,1.0
1.22,1.8547236990987985,1.0
1.23,1.8601075237734734,1.0
1.24,1.8654758106173666,1.0
1.25,1.87082869338651,1.0
1.26,1.8761663039288419,1.0
1.27,1.8814887722220914,1.0
1.28,1.8867962264107037,1.0
1.29,1.8920887928418348,1.0
1.3,1.897366596100447,1.0
1.31,1.9026297590435266,1.0
1.32,1.9078784028334543,1.0
1.33,1.913112646970551,1.0
1.34,1.9183326093248247,1.0
1.35,1.923538406166943,1.0
1.36,1.928730152198448,1.0
1.37,1.9339079605812493,1.0
1.38,1.9390719429664007,1.0
1.39,1.9442222095221884,1.0
1.4,1.9493588689615613,1.0
1.41,1.954482028568887,1.0
1.42,1.9595917942261292,1.0
1.43,1.9646882704383362,1.0
1.44,1.969771560358608,1.0
1.45,1.9748417658124513,1.0
1.46,1.9798989873215633,1.0
1.47,1.9849433241271037,1.0
1.48,1.9899748742123855,1.0
1.49,1.99499373432514,1.0
1.5,1.9999999999991385,1.0
1.51,2.0049937655754833,1.0
1.52,2.0099751242233475,1.0
1.53,2.0149441679602083,1.0
1.54,2.019900987671641,1.0
1.55,2.024845673130883,1.0
1.56,2.029778313017747,1.0
1.57,2.0346989949369294,1.0
1.58,2.039607805436365,1.0
1.59,2.044504830025387,1.0
1.6,2.0493901531911622,1.0
1.61,2.0542638584166695,1.0
1.62,2.059126028196654,1.0
1.63,2.0639767440544374,1.0
1.64,2.068816086557128,1.0
1.65,2.0736441353319757,1.0
1.66,2.0784609690822746,1.0
1.67,2.083266665599287,1.0
1.68,2.0880613017814578,1.0
1.69,2.0928449536450326,1.0
1.7,2.0976176963394386,1.0
1.71,0.23259406420388057,10.0
1.72,0.2722131468247998,10.0
1.73,0.3067572319672741,10.0
1.74,0.33778691415311013,10.0
1.75,0.366196667615757,10.0
1.76,0.39255572773019803,10.0
1.77,0.41725292014590004,10.0
1.78,0.4405678147258653,10.0
1.79,0.46270941137219773,10.0
1.8,0.48383881548725965,10.0
1.81,0.5040833258225204,10.0
1.82,0.5235456039089059,10.0
1.83,0.5423098739390786,10.0
1.84,0.5604462502076822,10.0
1.85,0.5780138401216323,10.0
1.86,0.5950630213447676,10.0
1.87,0.6116371468217925,10.0
1.88,0.6277738441284286,10.0
1.89,0.6435060212397928,10.0
1.9,0.6588626559246471,10.0
1.91,0.6738694230872849,10.0
1.92,0.6885491989480623,10.0
1.93,0.7029224703850276,10.0
1.94,0.7170076703715722,10.0
1.95,0.7308214551938994,10.0
1.96,0.744378935335914,10.0
1.97,0.7576938691661151,10.0
1.98,0.770778826494255,10.0
1.99,0.7836453275377762,10.0
2.0,0.7963039616705461,10.0
2.01,0.8087644894355271,10.0
2.02,0.8210359306214488,10.0
2.03,0.8331266406564589,10.0
2.04,0.8450443771610725,10.0
2.05,0.8567963581689554,10.0
2.06,0.8683893132530065,10.0
2.07,0.8798295285859321,10.0
2.08,0.8911228867959288,10.0
2.09,0.9022749023285005,10.0
2.1,0.9132907529216352,10.0
2.11,0.9241753077050756,10.0
2.12,0.9349331523543457,10.0
2.13,0.9455686116676698,10.0
2.14,0.9560857698822203,10.0
2.15,0.9664884890009402,10.0
2.16,0.9767804253625167,10.0
2.17,0.9869650446554404,10.0
2.18,0.9970456355512223,10.0
2.19,1.0070253221103678,10.0
2.2,1.016907075091544,10.0
2.21,1.0266937222811552,10.0
2.22,1.036387957944323,10.0
2.23,1.0459923514883227,10.0
2.24,1.0555093554164436,10.0
2.25,1.0649413126417084,10.0
2.26,1.0742904632224541,10.0
2.27,1.0835589505748158,10.0
2.28,1.0927488272109789,10.0
2.29,1.1018620600470173,10.0
2.3,1.110900535318483,10.0
2.31,1.1198660631393618,10.0
2.32,1.1287603817336518,10.0
2.33,1.1375851613710264,10.0
2.34,1.146342008028764,10.0
2.35,1.155032466803871,10.0
2.36,1.1636580250962507,10.0
2.37,1.1722201155803555,10.0
2.38,1.1807201189832082,10.0
2.39,1.1891593666838873,10.0
2.4,1.197539143148109,10.0
2.41,1.2058606882104714,10.0
2.42,1.2141251992158122,10.0
2.43,1.2223338330302378,10.0
2.44,1.230487707931388,10.0
2.45,1.2385879053867435,10.0
2.46,1.2466354717280201,10.0
2.47,1.2546314197287813,10.0
2.48,1.2625767300923152,10.0
2.49,1.2704723528556283,10.0
2.5,1.2783192087154212,10.0
2.51,1.2861181902809073,10.0
2.52,1.2938701632586054,10.0
2.53,1.3015759675759617,10.0
2.54,1.3092364184405973,10.0
2.55,1.3168523073491498,10.0
2.56,1.324424403040989,10.0
2.57,1.3319534524038397,10.0
2.58,1.3394401813335544,10.0
2.59,1.3468852955509503,10.0
2.6,1.3542894813782569,10.0
2.61,1.3616534064775578,10.0
2.62,1.368977720553461,10.0
2.63,1.376263056022101,10.0
2.64,1.3835100286483977,10.0
2.65,1.390719238153457,10.0
2.66,1.3978912687937273,10.0
2.67,1.4050266899136148,10.0
2.68,1.4121260564728746,10.0
2.69,1.4191899095504419,10.0
2.7,1.426218776825603,10.0
2.71,1.4332131730381286,10.0
2.72,1.4401736004281196,10.0
2.73,1.4471005491568394,10.0
2.74,1.4539944977096828,10.0
2.75,1.4608559132818044,10.0
2.76,1.4676852521472503,10.0
2.77,1.4744829600138962,10.0
2.78,1.481249472361285,10.0
2.79,1.4879852147689356,10.0
2.8,1.4946906032256129,10.0
2.81,1.5013660444311827,10.0
2.82,1.5080119360837085,10.0
2.83,1.514628667156061,10.0
2.84,1.5212166181615818,10.0
2.85,1.5277761614094423,10.0
2.86,1.534307661250171,10.0
2.87,1.540811474311816,10.0
2.88,1.547287949727176,10.0
2.89,1.5537374293525028,10.0
2.9,1.5601602479780348,10.0
2.91,1.5665567335308677,10.0
2.92,1.5729272072702178,10.0
2.93,1.5792719839757996,10.0
2.94,1.5855913721292794,10.0
2.95,1.591885674089349,10.0
2.96,1.5981551862603598,10.0
2.97,1.6044001992554466,10.0
2.98,1.6106209980534154,10.0
2.99,1.616817862151105,10.0
3.0,1.622991065708911,10.0
